Rpeaks,Participant
866850,MIT-Normal_00
866947,MIT-Normal_00
867041,MIT-Normal_00
867135,MIT-Normal_00
867233,MIT-Normal_00
867330,MIT-Normal_00
867421,MIT-Normal_00
867510,MIT-Normal_00
867599,MIT-Normal_00
867688,MIT-Normal_00
867778,MIT-Normal_00
867867,MIT-Normal_00
867954,MIT-Normal_00
868043,MIT-Normal_00
868137,MIT-Normal_00
868235,MIT-Normal_00
868333,MIT-Normal_00
868426,MIT-Normal_00
868518,MIT-Normal_00
868612,MIT-Normal_00
868705,MIT-Normal_00
868795,MIT-Normal_00
868883,MIT-Normal_00
868974,MIT-Normal_00
869073,MIT-Normal_00
869175,MIT-Normal_00
869268,MIT-Normal_00
869364,MIT-Normal_00
869457,MIT-Normal_00
869542,MIT-Normal_00
869626,MIT-Normal_00
869711,MIT-Normal_00
869798,MIT-Normal_00
869890,MIT-Normal_00
869981,MIT-Normal_00
870069,MIT-Normal_00
870152,MIT-Normal_00
870234,MIT-Normal_00
870315,MIT-Normal_00
870401,MIT-Normal_00
870489,MIT-Normal_00
870578,MIT-Normal_00
870666,MIT-Normal_00
870755,MIT-Normal_00
870845,MIT-Normal_00
870930,MIT-Normal_00
871016,MIT-Normal_00
871113,MIT-Normal_00
871213,MIT-Normal_00
871311,MIT-Normal_00
871402,MIT-Normal_00
871491,MIT-Normal_00
871576,MIT-Normal_00
871661,MIT-Normal_00
871749,MIT-Normal_00
871842,MIT-Normal_00
871943,MIT-Normal_00
872043,MIT-Normal_00
872141,MIT-Normal_00
872236,MIT-Normal_00
872334,MIT-Normal_00
872436,MIT-Normal_00
872538,MIT-Normal_00
872635,MIT-Normal_00
872726,MIT-Normal_00
872816,MIT-Normal_00
872907,MIT-Normal_00
873001,MIT-Normal_00
873095,MIT-Normal_00
873188,MIT-Normal_00
873282,MIT-Normal_00
873380,MIT-Normal_00
873477,MIT-Normal_00
873579,MIT-Normal_00
873675,MIT-Normal_00
873768,MIT-Normal_00
873863,MIT-Normal_00
873965,MIT-Normal_00
874071,MIT-Normal_00
874167,MIT-Normal_00
874260,MIT-Normal_00
874356,MIT-Normal_00
874453,MIT-Normal_00
874556,MIT-Normal_00
874652,MIT-Normal_00
874744,MIT-Normal_00
874836,MIT-Normal_00
874931,MIT-Normal_00
875024,MIT-Normal_00
875114,MIT-Normal_00
875201,MIT-Normal_00
875292,MIT-Normal_00
875389,MIT-Normal_00
875489,MIT-Normal_00
875585,MIT-Normal_00
875681,MIT-Normal_00
875779,MIT-Normal_00
875881,MIT-Normal_00
875977,MIT-Normal_00
876068,MIT-Normal_00
876162,MIT-Normal_00
876256,MIT-Normal_00
876350,MIT-Normal_00
876440,MIT-Normal_00
876531,MIT-Normal_00
876626,MIT-Normal_00
876723,MIT-Normal_00
876819,MIT-Normal_00
876912,MIT-Normal_00
877004,MIT-Normal_00
877098,MIT-Normal_00
877197,MIT-Normal_00
877291,MIT-Normal_00
877381,MIT-Normal_00
877473,MIT-Normal_00
877568,MIT-Normal_00
877662,MIT-Normal_00
877753,MIT-Normal_00
877841,MIT-Normal_00
877931,MIT-Normal_00
878027,MIT-Normal_00
878126,MIT-Normal_00
878218,MIT-Normal_00
878313,MIT-Normal_00
878405,MIT-Normal_00
878496,MIT-Normal_00
878583,MIT-Normal_00
878667,MIT-Normal_00
878751,MIT-Normal_00
878837,MIT-Normal_00
878925,MIT-Normal_00
879018,MIT-Normal_00
879110,MIT-Normal_00
879208,MIT-Normal_00
879309,MIT-Normal_00
879410,MIT-Normal_00
879506,MIT-Normal_00
879598,MIT-Normal_00
879690,MIT-Normal_00
879782,MIT-Normal_00
879874,MIT-Normal_00
879963,MIT-Normal_00
880053,MIT-Normal_00
880144,MIT-Normal_00
880239,MIT-Normal_00
880334,MIT-Normal_00
880423,MIT-Normal_00
880509,MIT-Normal_00
880594,MIT-Normal_00
880680,MIT-Normal_00
880768,MIT-Normal_00
880856,MIT-Normal_00
880943,MIT-Normal_00
881031,MIT-Normal_00
881122,MIT-Normal_00
881211,MIT-Normal_00
881301,MIT-Normal_00
881387,MIT-Normal_00
881470,MIT-Normal_00
881551,MIT-Normal_00
881631,MIT-Normal_00
881710,MIT-Normal_00
881792,MIT-Normal_00
881875,MIT-Normal_00
881958,MIT-Normal_00
882046,MIT-Normal_00
882140,MIT-Normal_00
882236,MIT-Normal_00
882332,MIT-Normal_00
882420,MIT-Normal_00
882512,MIT-Normal_00
882607,MIT-Normal_00
882699,MIT-Normal_00
882789,MIT-Normal_00
882877,MIT-Normal_00
882962,MIT-Normal_00
883047,MIT-Normal_00
883135,MIT-Normal_00
883223,MIT-Normal_00
883316,MIT-Normal_00
883406,MIT-Normal_00
883504,MIT-Normal_00
883591,MIT-Normal_00
883682,MIT-Normal_00
883769,MIT-Normal_00
883853,MIT-Normal_00
883936,MIT-Normal_00
884018,MIT-Normal_00
884099,MIT-Normal_00
884179,MIT-Normal_00
884260,MIT-Normal_00
884345,MIT-Normal_00
884429,MIT-Normal_00
884513,MIT-Normal_00
884596,MIT-Normal_00
884685,MIT-Normal_00
884773,MIT-Normal_00
884859,MIT-Normal_00
884947,MIT-Normal_00
885034,MIT-Normal_00
885121,MIT-Normal_00
885207,MIT-Normal_00
885294,MIT-Normal_00
885382,MIT-Normal_00
885470,MIT-Normal_00
885553,MIT-Normal_00
885639,MIT-Normal_00
885727,MIT-Normal_00
885815,MIT-Normal_00
885904,MIT-Normal_00
885988,MIT-Normal_00
886072,MIT-Normal_00
886154,MIT-Normal_00
886234,MIT-Normal_00
886315,MIT-Normal_00
886398,MIT-Normal_00
886482,MIT-Normal_00
886565,MIT-Normal_00
886646,MIT-Normal_00
886729,MIT-Normal_00
886811,MIT-Normal_00
886892,MIT-Normal_00
886975,MIT-Normal_00
887061,MIT-Normal_00
887147,MIT-Normal_00
887230,MIT-Normal_00
887313,MIT-Normal_00
887396,MIT-Normal_00
887477,MIT-Normal_00
887556,MIT-Normal_00
887634,MIT-Normal_00
887711,MIT-Normal_00
887789,MIT-Normal_00
887869,MIT-Normal_00
887950,MIT-Normal_00
888032,MIT-Normal_00
888115,MIT-Normal_00
888195,MIT-Normal_00
888274,MIT-Normal_00
888351,MIT-Normal_00
888429,MIT-Normal_00
888505,MIT-Normal_00
888581,MIT-Normal_00
888660,MIT-Normal_00
888745,MIT-Normal_00
888831,MIT-Normal_00
888913,MIT-Normal_00
888996,MIT-Normal_00
889082,MIT-Normal_00
889169,MIT-Normal_00
889253,MIT-Normal_00
889333,MIT-Normal_00
889411,MIT-Normal_00
889489,MIT-Normal_00
889568,MIT-Normal_00
889653,MIT-Normal_00
889739,MIT-Normal_00
889825,MIT-Normal_00
889910,MIT-Normal_00
889992,MIT-Normal_00
890072,MIT-Normal_00
890154,MIT-Normal_00
890240,MIT-Normal_00
890327,MIT-Normal_00
890413,MIT-Normal_00
890498,MIT-Normal_00
890581,MIT-Normal_00
890663,MIT-Normal_00
890745,MIT-Normal_00
890831,MIT-Normal_00
890920,MIT-Normal_00
891014,MIT-Normal_00
891108,MIT-Normal_00
891199,MIT-Normal_00
891292,MIT-Normal_00
891384,MIT-Normal_00
891478,MIT-Normal_00
891568,MIT-Normal_00
891658,MIT-Normal_00
891748,MIT-Normal_00
891842,MIT-Normal_00
891931,MIT-Normal_00
892016,MIT-Normal_00
892100,MIT-Normal_00
892187,MIT-Normal_00
892276,MIT-Normal_00
892364,MIT-Normal_00
892449,MIT-Normal_00
892538,MIT-Normal_00
892626,MIT-Normal_00
892713,MIT-Normal_00
892796,MIT-Normal_00
892877,MIT-Normal_00
892961,MIT-Normal_00
893044,MIT-Normal_00
893126,MIT-Normal_00
893210,MIT-Normal_00
893298,MIT-Normal_00
893387,MIT-Normal_00
893475,MIT-Normal_00
893567,MIT-Normal_00
893657,MIT-Normal_00
893746,MIT-Normal_00
893831,MIT-Normal_00
893914,MIT-Normal_00
893995,MIT-Normal_00
894076,MIT-Normal_00
894155,MIT-Normal_00
894232,MIT-Normal_00
894313,MIT-Normal_00
894397,MIT-Normal_00
894481,MIT-Normal_00
894570,MIT-Normal_00
894665,MIT-Normal_00
894765,MIT-Normal_00
894855,MIT-Normal_00
894941,MIT-Normal_00
895026,MIT-Normal_00
895113,MIT-Normal_00
895197,MIT-Normal_00
895280,MIT-Normal_00
895362,MIT-Normal_00
895445,MIT-Normal_00
895538,MIT-Normal_00
895633,MIT-Normal_00
895728,MIT-Normal_00
895818,MIT-Normal_00
895904,MIT-Normal_00
895987,MIT-Normal_00
896069,MIT-Normal_00
896151,MIT-Normal_00
896234,MIT-Normal_00
896319,MIT-Normal_00
896408,MIT-Normal_00
896499,MIT-Normal_00
896592,MIT-Normal_00
896685,MIT-Normal_00
896790,MIT-Normal_00
896889,MIT-Normal_00
896988,MIT-Normal_00
897079,MIT-Normal_00
897170,MIT-Normal_00
897262,MIT-Normal_00
897353,MIT-Normal_00
897440,MIT-Normal_00
897526,MIT-Normal_00
897612,MIT-Normal_00
897701,MIT-Normal_00
897790,MIT-Normal_00
897879,MIT-Normal_00
897972,MIT-Normal_00
898065,MIT-Normal_00
898161,MIT-Normal_00
898261,MIT-Normal_00
898355,MIT-Normal_00
898453,MIT-Normal_00
898551,MIT-Normal_00
898642,MIT-Normal_00
898733,MIT-Normal_00
898819,MIT-Normal_00
898902,MIT-Normal_00
898984,MIT-Normal_00
899066,MIT-Normal_00
899152,MIT-Normal_00
899239,MIT-Normal_00
899324,MIT-Normal_00
899410,MIT-Normal_00
899497,MIT-Normal_00
899588,MIT-Normal_00
899679,MIT-Normal_00
899769,MIT-Normal_00
899856,MIT-Normal_00
899942,MIT-Normal_00
900025,MIT-Normal_00
900109,MIT-Normal_00
900195,MIT-Normal_00
900281,MIT-Normal_00
900365,MIT-Normal_00
900453,MIT-Normal_00
900542,MIT-Normal_00
900630,MIT-Normal_00
900714,MIT-Normal_00
900799,MIT-Normal_00
900882,MIT-Normal_00
900965,MIT-Normal_00
901049,MIT-Normal_00
901132,MIT-Normal_00
901216,MIT-Normal_00
901300,MIT-Normal_00
901383,MIT-Normal_00
901466,MIT-Normal_00
901551,MIT-Normal_00
901636,MIT-Normal_00
901717,MIT-Normal_00
901798,MIT-Normal_00
901879,MIT-Normal_00
901958,MIT-Normal_00
902036,MIT-Normal_00
902113,MIT-Normal_00
902190,MIT-Normal_00
902266,MIT-Normal_00
902343,MIT-Normal_00
902418,MIT-Normal_00
902496,MIT-Normal_00
902576,MIT-Normal_00
902654,MIT-Normal_00
902731,MIT-Normal_00
902808,MIT-Normal_00
902885,MIT-Normal_00
902972,MIT-Normal_00
903064,MIT-Normal_00
903151,MIT-Normal_00
903235,MIT-Normal_00
903317,MIT-Normal_00
903397,MIT-Normal_00
903475,MIT-Normal_00
903550,MIT-Normal_00
903625,MIT-Normal_00
903702,MIT-Normal_00
903783,MIT-Normal_00
903865,MIT-Normal_00
903947,MIT-Normal_00
904042,MIT-Normal_00
904149,MIT-Normal_00
904259,MIT-Normal_00
904368,MIT-Normal_00
904474,MIT-Normal_00
904570,MIT-Normal_00
904660,MIT-Normal_00
904751,MIT-Normal_00
904843,MIT-Normal_00
904939,MIT-Normal_00
905035,MIT-Normal_00
905126,MIT-Normal_00
905214,MIT-Normal_00
905303,MIT-Normal_00
905394,MIT-Normal_00
905485,MIT-Normal_00
905571,MIT-Normal_00
905654,MIT-Normal_00
905739,MIT-Normal_00
905825,MIT-Normal_00
905917,MIT-Normal_00
906009,MIT-Normal_00
906096,MIT-Normal_00
906180,MIT-Normal_00
906266,MIT-Normal_00
906353,MIT-Normal_00
906435,MIT-Normal_00
906517,MIT-Normal_00
906599,MIT-Normal_00
906680,MIT-Normal_00
906760,MIT-Normal_00
906839,MIT-Normal_00
906921,MIT-Normal_00
907009,MIT-Normal_00
907099,MIT-Normal_00
907186,MIT-Normal_00
907273,MIT-Normal_00
907362,MIT-Normal_00
907450,MIT-Normal_00
907536,MIT-Normal_00
907625,MIT-Normal_00
907714,MIT-Normal_00
907804,MIT-Normal_00
907891,MIT-Normal_00
907978,MIT-Normal_00
908068,MIT-Normal_00
908159,MIT-Normal_00
908248,MIT-Normal_00
908334,MIT-Normal_00
908422,MIT-Normal_00
908512,MIT-Normal_00
908603,MIT-Normal_00
908690,MIT-Normal_00
908776,MIT-Normal_00
908863,MIT-Normal_00
908952,MIT-Normal_00
909042,MIT-Normal_00
909129,MIT-Normal_00
909215,MIT-Normal_00
909305,MIT-Normal_00
909394,MIT-Normal_00
909480,MIT-Normal_00
909564,MIT-Normal_00
909646,MIT-Normal_00
909729,MIT-Normal_00
909813,MIT-Normal_00
909896,MIT-Normal_00
909977,MIT-Normal_00
910057,MIT-Normal_00
910136,MIT-Normal_00
910213,MIT-Normal_00
910293,MIT-Normal_00
910375,MIT-Normal_00
910457,MIT-Normal_00
910538,MIT-Normal_00
910622,MIT-Normal_00
910717,MIT-Normal_00
910814,MIT-Normal_00
910907,MIT-Normal_00
910995,MIT-Normal_00
911082,MIT-Normal_00
911168,MIT-Normal_00
911253,MIT-Normal_00
911337,MIT-Normal_00
911421,MIT-Normal_00
911503,MIT-Normal_00
911583,MIT-Normal_00
911661,MIT-Normal_00
911739,MIT-Normal_00
911814,MIT-Normal_00
911891,MIT-Normal_00
911971,MIT-Normal_00
912054,MIT-Normal_00
912135,MIT-Normal_00
912215,MIT-Normal_00
912295,MIT-Normal_00
912379,MIT-Normal_00
912465,MIT-Normal_00
912557,MIT-Normal_00
912647,MIT-Normal_00
912735,MIT-Normal_00
912821,MIT-Normal_00
912903,MIT-Normal_00
912983,MIT-Normal_00
913064,MIT-Normal_00
913146,MIT-Normal_00
913227,MIT-Normal_00
913306,MIT-Normal_00
913383,MIT-Normal_00
913460,MIT-Normal_00
913538,MIT-Normal_00
913623,MIT-Normal_00
913713,MIT-Normal_00
913800,MIT-Normal_00
913884,MIT-Normal_00
913964,MIT-Normal_00
914044,MIT-Normal_00
914121,MIT-Normal_00
914197,MIT-Normal_00
914273,MIT-Normal_00
914353,MIT-Normal_00
914435,MIT-Normal_00
914524,MIT-Normal_00
914618,MIT-Normal_00
914713,MIT-Normal_00
914801,MIT-Normal_00
914888,MIT-Normal_00
914976,MIT-Normal_00
915061,MIT-Normal_00
915142,MIT-Normal_00
915224,MIT-Normal_00
915278,MIT-Normal_00
915391,MIT-Normal_00
915475,MIT-Normal_00
915557,MIT-Normal_00
915637,MIT-Normal_00
915715,MIT-Normal_00
915792,MIT-Normal_00
915869,MIT-Normal_00
915948,MIT-Normal_00
916031,MIT-Normal_00
916116,MIT-Normal_00
916197,MIT-Normal_00
916277,MIT-Normal_00
916355,MIT-Normal_00
916435,MIT-Normal_00
916519,MIT-Normal_00
916607,MIT-Normal_00
916695,MIT-Normal_00
916783,MIT-Normal_00
916870,MIT-Normal_00
916952,MIT-Normal_00
917032,MIT-Normal_00
917111,MIT-Normal_00
917188,MIT-Normal_00
917267,MIT-Normal_00
917352,MIT-Normal_00
917440,MIT-Normal_00
917524,MIT-Normal_00
917608,MIT-Normal_00
917697,MIT-Normal_00
917794,MIT-Normal_00
917888,MIT-Normal_00
917978,MIT-Normal_00
918066,MIT-Normal_00
918151,MIT-Normal_00
918236,MIT-Normal_00
918317,MIT-Normal_00
918403,MIT-Normal_00
918496,MIT-Normal_00
918589,MIT-Normal_00
918681,MIT-Normal_00
918770,MIT-Normal_00
918864,MIT-Normal_00
918957,MIT-Normal_00
919048,MIT-Normal_00
919137,MIT-Normal_00
919231,MIT-Normal_00
919321,MIT-Normal_00
919409,MIT-Normal_00
919496,MIT-Normal_00
919581,MIT-Normal_00
919665,MIT-Normal_00
919749,MIT-Normal_00
919832,MIT-Normal_00
919917,MIT-Normal_00
920010,MIT-Normal_00
920108,MIT-Normal_00
920205,MIT-Normal_00
920297,MIT-Normal_00
920385,MIT-Normal_00
920473,MIT-Normal_00
920560,MIT-Normal_00
920646,MIT-Normal_00
920736,MIT-Normal_00
920827,MIT-Normal_00
920915,MIT-Normal_00
921003,MIT-Normal_00
921091,MIT-Normal_00
921179,MIT-Normal_00
921266,MIT-Normal_00
921349,MIT-Normal_00
921433,MIT-Normal_00
921521,MIT-Normal_00
921588,MIT-Normal_00
71,MIT-Normal_01
214,MIT-Normal_01
362,MIT-Normal_01
501,MIT-Normal_01
654,MIT-Normal_01
803,MIT-Normal_01
938,MIT-Normal_01
1092,MIT-Normal_01
1235,MIT-Normal_01
1368,MIT-Normal_01
1510,MIT-Normal_01
1655,MIT-Normal_01
1778,MIT-Normal_01
1907,MIT-Normal_01
2053,MIT-Normal_01
2171,MIT-Normal_01
2277,MIT-Normal_01
2383,MIT-Normal_01
2496,MIT-Normal_01
2608,MIT-Normal_01
2714,MIT-Normal_01
2818,MIT-Normal_01
2922,MIT-Normal_01
3031,MIT-Normal_01
3144,MIT-Normal_01
3264,MIT-Normal_01
3384,MIT-Normal_01
3492,MIT-Normal_01
3601,MIT-Normal_01
3715,MIT-Normal_01
3835,MIT-Normal_01
3954,MIT-Normal_01
4068,MIT-Normal_01
4183,MIT-Normal_01
4305,MIT-Normal_01
4439,MIT-Normal_01
4594,MIT-Normal_01
4727,MIT-Normal_01
4864,MIT-Normal_01
5014,MIT-Normal_01
5148,MIT-Normal_01
5279,MIT-Normal_01
5427,MIT-Normal_01
5572,MIT-Normal_01
5694,MIT-Normal_01
5822,MIT-Normal_01
5952,MIT-Normal_01
6065,MIT-Normal_01
6186,MIT-Normal_01
6300,MIT-Normal_01
6415,MIT-Normal_01
6535,MIT-Normal_01
6667,MIT-Normal_01
6785,MIT-Normal_01
6905,MIT-Normal_01
7028,MIT-Normal_01
7145,MIT-Normal_01
7278,MIT-Normal_01
7422,MIT-Normal_01
7545,MIT-Normal_01
7679,MIT-Normal_01
7826,MIT-Normal_01
7951,MIT-Normal_01
8086,MIT-Normal_01
8241,MIT-Normal_01
8369,MIT-Normal_01
8482,MIT-Normal_01
8597,MIT-Normal_01
8713,MIT-Normal_01
8830,MIT-Normal_01
8956,MIT-Normal_01
9100,MIT-Normal_01
9226,MIT-Normal_01
9366,MIT-Normal_01
9493,MIT-Normal_01
9621,MIT-Normal_01
9757,MIT-Normal_01
9896,MIT-Normal_01
10018,MIT-Normal_01
10146,MIT-Normal_01
10283,MIT-Normal_01
10411,MIT-Normal_01
10556,MIT-Normal_01
10716,MIT-Normal_01
10849,MIT-Normal_01
10983,MIT-Normal_01
11127,MIT-Normal_01
11255,MIT-Normal_01
11377,MIT-Normal_01
11492,MIT-Normal_01
11598,MIT-Normal_01
11714,MIT-Normal_01
11833,MIT-Normal_01
11947,MIT-Normal_01
12066,MIT-Normal_01
12190,MIT-Normal_01
12313,MIT-Normal_01
12449,MIT-Normal_01
12598,MIT-Normal_01
12734,MIT-Normal_01
12868,MIT-Normal_01
13020,MIT-Normal_01
13152,MIT-Normal_01
13305,MIT-Normal_01
13466,MIT-Normal_01
13591,MIT-Normal_01
13741,MIT-Normal_01
13898,MIT-Normal_01
14043,MIT-Normal_01
14213,MIT-Normal_01
14346,MIT-Normal_01
14496,MIT-Normal_01
14653,MIT-Normal_01
14775,MIT-Normal_01
14912,MIT-Normal_01
15070,MIT-Normal_01
15194,MIT-Normal_01
15334,MIT-Normal_01
15475,MIT-Normal_01
15608,MIT-Normal_01
15775,MIT-Normal_01
15921,MIT-Normal_01
16051,MIT-Normal_01
16194,MIT-Normal_01
16343,MIT-Normal_01
16469,MIT-Normal_01
16623,MIT-Normal_01
16769,MIT-Normal_01
16887,MIT-Normal_01
17007,MIT-Normal_01
17138,MIT-Normal_01
17260,MIT-Normal_01
17422,MIT-Normal_01
17577,MIT-Normal_01
17705,MIT-Normal_01
17846,MIT-Normal_01
17998,MIT-Normal_01
18129,MIT-Normal_01
18273,MIT-Normal_01
18428,MIT-Normal_01
18558,MIT-Normal_01
18696,MIT-Normal_01
18847,MIT-Normal_01
18973,MIT-Normal_01
19107,MIT-Normal_01
19257,MIT-Normal_01
19388,MIT-Normal_01
19540,MIT-Normal_01
19693,MIT-Normal_01
19817,MIT-Normal_01
19959,MIT-Normal_01
20111,MIT-Normal_01
20230,MIT-Normal_01
20355,MIT-Normal_01
20488,MIT-Normal_01
20610,MIT-Normal_01
20743,MIT-Normal_01
20894,MIT-Normal_01
21024,MIT-Normal_01
21177,MIT-Normal_01
21333,MIT-Normal_01
21458,MIT-Normal_01
21594,MIT-Normal_01
21751,MIT-Normal_01
21888,MIT-Normal_01
22004,MIT-Normal_01
22119,MIT-Normal_01
22230,MIT-Normal_01
22343,MIT-Normal_01
22458,MIT-Normal_01
22622,MIT-Normal_01
22784,MIT-Normal_01
22923,MIT-Normal_01
23082,MIT-Normal_01
23244,MIT-Normal_01
23378,MIT-Normal_01
23531,MIT-Normal_01
23701,MIT-Normal_01
23865,MIT-Normal_01
24038,MIT-Normal_01
24192,MIT-Normal_01
24349,MIT-Normal_01
24515,MIT-Normal_01
24662,MIT-Normal_01
24819,MIT-Normal_01
24983,MIT-Normal_01
25103,MIT-Normal_01
25209,MIT-Normal_01
25315,MIT-Normal_01
25440,MIT-Normal_01
25598,MIT-Normal_01
25752,MIT-Normal_01
25901,MIT-Normal_01
26045,MIT-Normal_01
26193,MIT-Normal_01
26322,MIT-Normal_01
26485,MIT-Normal_01
26646,MIT-Normal_01
26802,MIT-Normal_01
26938,MIT-Normal_01
27085,MIT-Normal_01
27239,MIT-Normal_01
27372,MIT-Normal_01
27515,MIT-Normal_01
27669,MIT-Normal_01
27806,MIT-Normal_01
27926,MIT-Normal_01
28052,MIT-Normal_01
28184,MIT-Normal_01
28307,MIT-Normal_01
28443,MIT-Normal_01
28585,MIT-Normal_01
28704,MIT-Normal_01
28832,MIT-Normal_01
28956,MIT-Normal_01
29072,MIT-Normal_01
29194,MIT-Normal_01
29338,MIT-Normal_01
29481,MIT-Normal_01
29626,MIT-Normal_01
29782,MIT-Normal_01
29923,MIT-Normal_01
30059,MIT-Normal_01
30201,MIT-Normal_01
30351,MIT-Normal_01
30476,MIT-Normal_01
30620,MIT-Normal_01
30776,MIT-Normal_01
30898,MIT-Normal_01
31045,MIT-Normal_01
31206,MIT-Normal_01
31336,MIT-Normal_01
31495,MIT-Normal_01
31654,MIT-Normal_01
31782,MIT-Normal_01
31923,MIT-Normal_01
32056,MIT-Normal_01
32196,MIT-Normal_01
32369,MIT-Normal_01
32505,MIT-Normal_01
32653,MIT-Normal_01
32814,MIT-Normal_01
32941,MIT-Normal_01
33087,MIT-Normal_01
33250,MIT-Normal_01
33385,MIT-Normal_01
33545,MIT-Normal_01
33702,MIT-Normal_01
33829,MIT-Normal_01
33964,MIT-Normal_01
34105,MIT-Normal_01
34232,MIT-Normal_01
34379,MIT-Normal_01
34528,MIT-Normal_01
34658,MIT-Normal_01
34801,MIT-Normal_01
34940,MIT-Normal_01
35066,MIT-Normal_01
35187,MIT-Normal_01
35299,MIT-Normal_01
35415,MIT-Normal_01
35540,MIT-Normal_01
35675,MIT-Normal_01
35801,MIT-Normal_01
35934,MIT-Normal_01
36071,MIT-Normal_01
36195,MIT-Normal_01
36330,MIT-Normal_01
36476,MIT-Normal_01
36602,MIT-Normal_01
36739,MIT-Normal_01
36895,MIT-Normal_01
37023,MIT-Normal_01
37178,MIT-Normal_01
37339,MIT-Normal_01
37465,MIT-Normal_01
37601,MIT-Normal_01
37768,MIT-Normal_01
37902,MIT-Normal_01
38075,MIT-Normal_01
38240,MIT-Normal_01
38377,MIT-Normal_01
38541,MIT-Normal_01
38703,MIT-Normal_01
38822,MIT-Normal_01
38951,MIT-Normal_01
39117,MIT-Normal_01
39246,MIT-Normal_01
39406,MIT-Normal_01
39568,MIT-Normal_01
39720,MIT-Normal_01
39889,MIT-Normal_01
40051,MIT-Normal_01
40206,MIT-Normal_01
40375,MIT-Normal_01
40532,MIT-Normal_01
40685,MIT-Normal_01
40853,MIT-Normal_01
41000,MIT-Normal_01
41164,MIT-Normal_01
41325,MIT-Normal_01
41469,MIT-Normal_01
41629,MIT-Normal_01
41784,MIT-Normal_01
41920,MIT-Normal_01
42080,MIT-Normal_01
42230,MIT-Normal_01
42371,MIT-Normal_01
42533,MIT-Normal_01
42691,MIT-Normal_01
42814,MIT-Normal_01
42935,MIT-Normal_01
43055,MIT-Normal_01
43174,MIT-Normal_01
43310,MIT-Normal_01
43472,MIT-Normal_01
43622,MIT-Normal_01
43779,MIT-Normal_01
43924,MIT-Normal_01
44057,MIT-Normal_01
44222,MIT-Normal_01
44379,MIT-Normal_01
44516,MIT-Normal_01
44681,MIT-Normal_01
44848,MIT-Normal_01
45012,MIT-Normal_01
45175,MIT-Normal_01
45328,MIT-Normal_01
45487,MIT-Normal_01
45647,MIT-Normal_01
45776,MIT-Normal_01
45951,MIT-Normal_01
46113,MIT-Normal_01
46270,MIT-Normal_01
46432,MIT-Normal_01
46588,MIT-Normal_01
46736,MIT-Normal_01
46899,MIT-Normal_01
47034,MIT-Normal_01
47173,MIT-Normal_01
47324,MIT-Normal_01
47475,MIT-Normal_01
47636,MIT-Normal_01
47786,MIT-Normal_01
47919,MIT-Normal_01
48079,MIT-Normal_01
48233,MIT-Normal_01
48363,MIT-Normal_01
48512,MIT-Normal_01
48629,MIT-Normal_01
48749,MIT-Normal_01
48868,MIT-Normal_01
48972,MIT-Normal_01
49073,MIT-Normal_01
49172,MIT-Normal_01
49271,MIT-Normal_01
49373,MIT-Normal_01
49476,MIT-Normal_01
49590,MIT-Normal_01
49707,MIT-Normal_01
49824,MIT-Normal_01
49951,MIT-Normal_01
50072,MIT-Normal_01
50198,MIT-Normal_01
50327,MIT-Normal_01
50455,MIT-Normal_01
50581,MIT-Normal_01
50713,MIT-Normal_01
50833,MIT-Normal_01
50956,MIT-Normal_01
51084,MIT-Normal_01
51205,MIT-Normal_01
51324,MIT-Normal_01
51440,MIT-Normal_01
51561,MIT-Normal_01
51684,MIT-Normal_01
51801,MIT-Normal_01
51924,MIT-Normal_01
52052,MIT-Normal_01
52177,MIT-Normal_01
52299,MIT-Normal_01
52434,MIT-Normal_01
52555,MIT-Normal_01
52678,MIT-Normal_01
52805,MIT-Normal_01
52924,MIT-Normal_01
53051,MIT-Normal_01
53172,MIT-Normal_01
53299,MIT-Normal_01
53429,MIT-Normal_01
53547,MIT-Normal_01
53665,MIT-Normal_01
53789,MIT-Normal_01
53905,MIT-Normal_01
54033,MIT-Normal_01
54168,MIT-Normal_01
54286,MIT-Normal_01
54409,MIT-Normal_01
54526,MIT-Normal_01
54637,MIT-Normal_01
54747,MIT-Normal_01
54855,MIT-Normal_01
54959,MIT-Normal_01
55073,MIT-Normal_01
55182,MIT-Normal_01
55300,MIT-Normal_01
55428,MIT-Normal_01
55565,MIT-Normal_01
55692,MIT-Normal_01
55838,MIT-Normal_01
55982,MIT-Normal_01
56107,MIT-Normal_01
56246,MIT-Normal_01
56390,MIT-Normal_01
56511,MIT-Normal_01
56638,MIT-Normal_01
56788,MIT-Normal_01
56941,MIT-Normal_01
57079,MIT-Normal_01
57232,MIT-Normal_01
57293,MIT-Normal_01
57350,MIT-Normal_01
57459,MIT-Normal_01
57575,MIT-Normal_01
57681,MIT-Normal_01
57792,MIT-Normal_01
57907,MIT-Normal_01
58017,MIT-Normal_01
58124,MIT-Normal_01
58243,MIT-Normal_01
58378,MIT-Normal_01
58509,MIT-Normal_01
58654,MIT-Normal_01
58811,MIT-Normal_01
58968,MIT-Normal_01
59093,MIT-Normal_01
59217,MIT-Normal_01
59346,MIT-Normal_01
59493,MIT-Normal_01
59609,MIT-Normal_01
59730,MIT-Normal_01
59840,MIT-Normal_01
59952,MIT-Normal_01
60063,MIT-Normal_01
60167,MIT-Normal_01
60273,MIT-Normal_01
60381,MIT-Normal_01
60487,MIT-Normal_01
60591,MIT-Normal_01
