Rpeaks,Participant,Sampling_Rate,Database
247419,MIT-Normal_04,128,MIT-Normal
247510,MIT-Normal_04,128,MIT-Normal
247611,MIT-Normal_04,128,MIT-Normal
247710,MIT-Normal_04,128,MIT-Normal
247804,MIT-Normal_04,128,MIT-Normal
247899,MIT-Normal_04,128,MIT-Normal
247994,MIT-Normal_04,128,MIT-Normal
248091,MIT-Normal_04,128,MIT-Normal
248183,MIT-Normal_04,128,MIT-Normal
248274,MIT-Normal_04,128,MIT-Normal
248361,MIT-Normal_04,128,MIT-Normal
248452,MIT-Normal_04,128,MIT-Normal
248538,MIT-Normal_04,128,MIT-Normal
248628,MIT-Normal_04,128,MIT-Normal
248715,MIT-Normal_04,128,MIT-Normal
248808,MIT-Normal_04,128,MIT-Normal
248901,MIT-Normal_04,128,MIT-Normal
248993,MIT-Normal_04,128,MIT-Normal
249088,MIT-Normal_04,128,MIT-Normal
249179,MIT-Normal_04,128,MIT-Normal
249273,MIT-Normal_04,128,MIT-Normal
249367,MIT-Normal_04,128,MIT-Normal
249464,MIT-Normal_04,128,MIT-Normal
249557,MIT-Normal_04,128,MIT-Normal
249645,MIT-Normal_04,128,MIT-Normal
249738,MIT-Normal_04,128,MIT-Normal
249832,MIT-Normal_04,128,MIT-Normal
249944,MIT-Normal_04,128,MIT-Normal
250042,MIT-Normal_04,128,MIT-Normal
250142,MIT-Normal_04,128,MIT-Normal
250238,MIT-Normal_04,128,MIT-Normal
250332,MIT-Normal_04,128,MIT-Normal
250418,MIT-Normal_04,128,MIT-Normal
250500,MIT-Normal_04,128,MIT-Normal
250586,MIT-Normal_04,128,MIT-Normal
250672,MIT-Normal_04,128,MIT-Normal
250759,MIT-Normal_04,128,MIT-Normal
250849,MIT-Normal_04,128,MIT-Normal
250941,MIT-Normal_04,128,MIT-Normal
251047,MIT-Normal_04,128,MIT-Normal
251144,MIT-Normal_04,128,MIT-Normal
251247,MIT-Normal_04,128,MIT-Normal
251347,MIT-Normal_04,128,MIT-Normal
251447,MIT-Normal_04,128,MIT-Normal
251545,MIT-Normal_04,128,MIT-Normal
251636,MIT-Normal_04,128,MIT-Normal
251722,MIT-Normal_04,128,MIT-Normal
251807,MIT-Normal_04,128,MIT-Normal
251887,MIT-Normal_04,128,MIT-Normal
251970,MIT-Normal_04,128,MIT-Normal
252053,MIT-Normal_04,128,MIT-Normal
252139,MIT-Normal_04,128,MIT-Normal
252220,MIT-Normal_04,128,MIT-Normal
252305,MIT-Normal_04,128,MIT-Normal
252389,MIT-Normal_04,128,MIT-Normal
252474,MIT-Normal_04,128,MIT-Normal
252560,MIT-Normal_04,128,MIT-Normal
252644,MIT-Normal_04,128,MIT-Normal
252729,MIT-Normal_04,128,MIT-Normal
252811,MIT-Normal_04,128,MIT-Normal
252892,MIT-Normal_04,128,MIT-Normal
252970,MIT-Normal_04,128,MIT-Normal
253051,MIT-Normal_04,128,MIT-Normal
253129,MIT-Normal_04,128,MIT-Normal
253212,MIT-Normal_04,128,MIT-Normal
253300,MIT-Normal_04,128,MIT-Normal
253391,MIT-Normal_04,128,MIT-Normal
253479,MIT-Normal_04,128,MIT-Normal
253565,MIT-Normal_04,128,MIT-Normal
253649,MIT-Normal_04,128,MIT-Normal
253739,MIT-Normal_04,128,MIT-Normal
253831,MIT-Normal_04,128,MIT-Normal
253920,MIT-Normal_04,128,MIT-Normal
254008,MIT-Normal_04,128,MIT-Normal
254092,MIT-Normal_04,128,MIT-Normal
254175,MIT-Normal_04,128,MIT-Normal
254258,MIT-Normal_04,128,MIT-Normal
254341,MIT-Normal_04,128,MIT-Normal
254421,MIT-Normal_04,128,MIT-Normal
254504,MIT-Normal_04,128,MIT-Normal
254584,MIT-Normal_04,128,MIT-Normal
254673,MIT-Normal_04,128,MIT-Normal
254755,MIT-Normal_04,128,MIT-Normal
254832,MIT-Normal_04,128,MIT-Normal
254912,MIT-Normal_04,128,MIT-Normal
254990,MIT-Normal_04,128,MIT-Normal
255065,MIT-Normal_04,128,MIT-Normal
255141,MIT-Normal_04,128,MIT-Normal
255217,MIT-Normal_04,128,MIT-Normal
255292,MIT-Normal_04,128,MIT-Normal
255368,MIT-Normal_04,128,MIT-Normal
255441,MIT-Normal_04,128,MIT-Normal
255516,MIT-Normal_04,128,MIT-Normal
255591,MIT-Normal_04,128,MIT-Normal
255668,MIT-Normal_04,128,MIT-Normal
255744,MIT-Normal_04,128,MIT-Normal
255824,MIT-Normal_04,128,MIT-Normal
255905,MIT-Normal_04,128,MIT-Normal
255989,MIT-Normal_04,128,MIT-Normal
256070,MIT-Normal_04,128,MIT-Normal
256151,MIT-Normal_04,128,MIT-Normal
256231,MIT-Normal_04,128,MIT-Normal
256312,MIT-Normal_04,128,MIT-Normal
256399,MIT-Normal_04,128,MIT-Normal
256510,MIT-Normal_04,128,MIT-Normal
256608,MIT-Normal_04,128,MIT-Normal
256709,MIT-Normal_04,128,MIT-Normal
256815,MIT-Normal_04,128,MIT-Normal
256916,MIT-Normal_04,128,MIT-Normal
257019,MIT-Normal_04,128,MIT-Normal
257113,MIT-Normal_04,128,MIT-Normal
257215,MIT-Normal_04,128,MIT-Normal
257303,MIT-Normal_04,128,MIT-Normal
257395,MIT-Normal_04,128,MIT-Normal
257481,MIT-Normal_04,128,MIT-Normal
257566,MIT-Normal_04,128,MIT-Normal
257648,MIT-Normal_04,128,MIT-Normal
257737,MIT-Normal_04,128,MIT-Normal
257825,MIT-Normal_04,128,MIT-Normal
257910,MIT-Normal_04,128,MIT-Normal
258001,MIT-Normal_04,128,MIT-Normal
258088,MIT-Normal_04,128,MIT-Normal
258178,MIT-Normal_04,128,MIT-Normal
258271,MIT-Normal_04,128,MIT-Normal
258368,MIT-Normal_04,128,MIT-Normal
258457,MIT-Normal_04,128,MIT-Normal
258541,MIT-Normal_04,128,MIT-Normal
258625,MIT-Normal_04,128,MIT-Normal
258708,MIT-Normal_04,128,MIT-Normal
258788,MIT-Normal_04,128,MIT-Normal
258867,MIT-Normal_04,128,MIT-Normal
258943,MIT-Normal_04,128,MIT-Normal
259018,MIT-Normal_04,128,MIT-Normal
259095,MIT-Normal_04,128,MIT-Normal
259178,MIT-Normal_04,128,MIT-Normal
259256,MIT-Normal_04,128,MIT-Normal
259351,MIT-Normal_04,128,MIT-Normal
259445,MIT-Normal_04,128,MIT-Normal
259538,MIT-Normal_04,128,MIT-Normal
259631,MIT-Normal_04,128,MIT-Normal
259720,MIT-Normal_04,128,MIT-Normal
259813,MIT-Normal_04,128,MIT-Normal
259908,MIT-Normal_04,128,MIT-Normal
260002,MIT-Normal_04,128,MIT-Normal
260095,MIT-Normal_04,128,MIT-Normal
260207,MIT-Normal_04,128,MIT-Normal
260314,MIT-Normal_04,128,MIT-Normal
260413,MIT-Normal_04,128,MIT-Normal
260505,MIT-Normal_04,128,MIT-Normal
260592,MIT-Normal_04,128,MIT-Normal
260677,MIT-Normal_04,128,MIT-Normal
260758,MIT-Normal_04,128,MIT-Normal
260840,MIT-Normal_04,128,MIT-Normal
260921,MIT-Normal_04,128,MIT-Normal
260997,MIT-Normal_04,128,MIT-Normal
261074,MIT-Normal_04,128,MIT-Normal
261149,MIT-Normal_04,128,MIT-Normal
261226,MIT-Normal_04,128,MIT-Normal
261310,MIT-Normal_04,128,MIT-Normal
261420,MIT-Normal_04,128,MIT-Normal
261528,MIT-Normal_04,128,MIT-Normal
261634,MIT-Normal_04,128,MIT-Normal
261743,MIT-Normal_04,128,MIT-Normal
261851,MIT-Normal_04,128,MIT-Normal
261958,MIT-Normal_04,128,MIT-Normal
262058,MIT-Normal_04,128,MIT-Normal
262160,MIT-Normal_04,128,MIT-Normal
262253,MIT-Normal_04,128,MIT-Normal
262343,MIT-Normal_04,128,MIT-Normal
262434,MIT-Normal_04,128,MIT-Normal
262523,MIT-Normal_04,128,MIT-Normal
262608,MIT-Normal_04,128,MIT-Normal
262698,MIT-Normal_04,128,MIT-Normal
262788,MIT-Normal_04,128,MIT-Normal
262880,MIT-Normal_04,128,MIT-Normal
262977,MIT-Normal_04,128,MIT-Normal
263069,MIT-Normal_04,128,MIT-Normal
263167,MIT-Normal_04,128,MIT-Normal
263261,MIT-Normal_04,128,MIT-Normal
263355,MIT-Normal_04,128,MIT-Normal
263448,MIT-Normal_04,128,MIT-Normal
263546,MIT-Normal_04,128,MIT-Normal
263641,MIT-Normal_04,128,MIT-Normal
263735,MIT-Normal_04,128,MIT-Normal
263827,MIT-Normal_04,128,MIT-Normal
263914,MIT-Normal_04,128,MIT-Normal
263996,MIT-Normal_04,128,MIT-Normal
264076,MIT-Normal_04,128,MIT-Normal
264155,MIT-Normal_04,128,MIT-Normal
264232,MIT-Normal_04,128,MIT-Normal
264308,MIT-Normal_04,128,MIT-Normal
264414,MIT-Normal_04,128,MIT-Normal
264511,MIT-Normal_04,128,MIT-Normal
264610,MIT-Normal_04,128,MIT-Normal
264708,MIT-Normal_04,128,MIT-Normal
264803,MIT-Normal_04,128,MIT-Normal
264890,MIT-Normal_04,128,MIT-Normal
264979,MIT-Normal_04,128,MIT-Normal
265064,MIT-Normal_04,128,MIT-Normal
265150,MIT-Normal_04,128,MIT-Normal
265234,MIT-Normal_04,128,MIT-Normal
265318,MIT-Normal_04,128,MIT-Normal
265403,MIT-Normal_04,128,MIT-Normal
265504,MIT-Normal_04,128,MIT-Normal
265605,MIT-Normal_04,128,MIT-Normal
265698,MIT-Normal_04,128,MIT-Normal
265790,MIT-Normal_04,128,MIT-Normal
265884,MIT-Normal_04,128,MIT-Normal
265979,MIT-Normal_04,128,MIT-Normal
266070,MIT-Normal_04,128,MIT-Normal
266164,MIT-Normal_04,128,MIT-Normal
266256,MIT-Normal_04,128,MIT-Normal
266345,MIT-Normal_04,128,MIT-Normal
266439,MIT-Normal_04,128,MIT-Normal
266535,MIT-Normal_04,128,MIT-Normal
266628,MIT-Normal_04,128,MIT-Normal
266721,MIT-Normal_04,128,MIT-Normal
266815,MIT-Normal_04,128,MIT-Normal
266915,MIT-Normal_04,128,MIT-Normal
267009,MIT-Normal_04,128,MIT-Normal
267100,MIT-Normal_04,128,MIT-Normal
267186,MIT-Normal_04,128,MIT-Normal
267271,MIT-Normal_04,128,MIT-Normal
267355,MIT-Normal_04,128,MIT-Normal
267439,MIT-Normal_04,128,MIT-Normal
267523,MIT-Normal_04,128,MIT-Normal
267623,MIT-Normal_04,128,MIT-Normal
267729,MIT-Normal_04,128,MIT-Normal
267829,MIT-Normal_04,128,MIT-Normal
267929,MIT-Normal_04,128,MIT-Normal
268030,MIT-Normal_04,128,MIT-Normal
268129,MIT-Normal_04,128,MIT-Normal
268226,MIT-Normal_04,128,MIT-Normal
268323,MIT-Normal_04,128,MIT-Normal
268420,MIT-Normal_04,128,MIT-Normal
268510,MIT-Normal_04,128,MIT-Normal
268608,MIT-Normal_04,128,MIT-Normal
268698,MIT-Normal_04,128,MIT-Normal
268788,MIT-Normal_04,128,MIT-Normal
268877,MIT-Normal_04,128,MIT-Normal
268966,MIT-Normal_04,128,MIT-Normal
269064,MIT-Normal_04,128,MIT-Normal
269156,MIT-Normal_04,128,MIT-Normal
269251,MIT-Normal_04,128,MIT-Normal
269339,MIT-Normal_04,128,MIT-Normal
269431,MIT-Normal_04,128,MIT-Normal
269524,MIT-Normal_04,128,MIT-Normal
269623,MIT-Normal_04,128,MIT-Normal
269717,MIT-Normal_04,128,MIT-Normal
269810,MIT-Normal_04,128,MIT-Normal
269898,MIT-Normal_04,128,MIT-Normal
269983,MIT-Normal_04,128,MIT-Normal
270069,MIT-Normal_04,128,MIT-Normal
270152,MIT-Normal_04,128,MIT-Normal
270236,MIT-Normal_04,128,MIT-Normal
270328,MIT-Normal_04,128,MIT-Normal
270415,MIT-Normal_04,128,MIT-Normal
270523,MIT-Normal_04,128,MIT-Normal
270628,MIT-Normal_04,128,MIT-Normal
270721,MIT-Normal_04,128,MIT-Normal
270826,MIT-Normal_04,128,MIT-Normal
270925,MIT-Normal_04,128,MIT-Normal
271018,MIT-Normal_04,128,MIT-Normal
271120,MIT-Normal_04,128,MIT-Normal
271211,MIT-Normal_04,128,MIT-Normal
271311,MIT-Normal_04,128,MIT-Normal
271404,MIT-Normal_04,128,MIT-Normal
271496,MIT-Normal_04,128,MIT-Normal
271583,MIT-Normal_04,128,MIT-Normal
271668,MIT-Normal_04,128,MIT-Normal
271755,MIT-Normal_04,128,MIT-Normal
271839,MIT-Normal_04,128,MIT-Normal
271926,MIT-Normal_04,128,MIT-Normal
272030,MIT-Normal_04,128,MIT-Normal
272133,MIT-Normal_04,128,MIT-Normal
272233,MIT-Normal_04,128,MIT-Normal
272328,MIT-Normal_04,128,MIT-Normal
272421,MIT-Normal_04,128,MIT-Normal
272517,MIT-Normal_04,128,MIT-Normal
272607,MIT-Normal_04,128,MIT-Normal
272698,MIT-Normal_04,128,MIT-Normal
272794,MIT-Normal_04,128,MIT-Normal
272900,MIT-Normal_04,128,MIT-Normal
273004,MIT-Normal_04,128,MIT-Normal
273106,MIT-Normal_04,128,MIT-Normal
273204,MIT-Normal_04,128,MIT-Normal
273303,MIT-Normal_04,128,MIT-Normal
273401,MIT-Normal_04,128,MIT-Normal
273492,MIT-Normal_04,128,MIT-Normal
273585,MIT-Normal_04,128,MIT-Normal
273676,MIT-Normal_04,128,MIT-Normal
273785,MIT-Normal_04,128,MIT-Normal
273881,MIT-Normal_04,128,MIT-Normal
273982,MIT-Normal_04,128,MIT-Normal
274083,MIT-Normal_04,128,MIT-Normal
274179,MIT-Normal_04,128,MIT-Normal
274270,MIT-Normal_04,128,MIT-Normal
274359,MIT-Normal_04,128,MIT-Normal
274445,MIT-Normal_04,128,MIT-Normal
274529,MIT-Normal_04,128,MIT-Normal
274616,MIT-Normal_04,128,MIT-Normal
274707,MIT-Normal_04,128,MIT-Normal
274793,MIT-Normal_04,128,MIT-Normal
274879,MIT-Normal_04,128,MIT-Normal
274970,MIT-Normal_04,128,MIT-Normal
275053,MIT-Normal_04,128,MIT-Normal
275143,MIT-Normal_04,128,MIT-Normal
275235,MIT-Normal_04,128,MIT-Normal
275325,MIT-Normal_04,128,MIT-Normal
275414,MIT-Normal_04,128,MIT-Normal
275500,MIT-Normal_04,128,MIT-Normal
275583,MIT-Normal_04,128,MIT-Normal
275669,MIT-Normal_04,128,MIT-Normal
275754,MIT-Normal_04,128,MIT-Normal
275839,MIT-Normal_04,128,MIT-Normal
275922,MIT-Normal_04,128,MIT-Normal
276006,MIT-Normal_04,128,MIT-Normal
276092,MIT-Normal_04,128,MIT-Normal
276177,MIT-Normal_04,128,MIT-Normal
276261,MIT-Normal_04,128,MIT-Normal
276354,MIT-Normal_04,128,MIT-Normal
276443,MIT-Normal_04,128,MIT-Normal
276534,MIT-Normal_04,128,MIT-Normal
276625,MIT-Normal_04,128,MIT-Normal
276716,MIT-Normal_04,128,MIT-Normal
276805,MIT-Normal_04,128,MIT-Normal
276895,MIT-Normal_04,128,MIT-Normal
276982,MIT-Normal_04,128,MIT-Normal
277070,MIT-Normal_04,128,MIT-Normal
277155,MIT-Normal_04,128,MIT-Normal
277239,MIT-Normal_04,128,MIT-Normal
277323,MIT-Normal_04,128,MIT-Normal
277420,MIT-Normal_04,128,MIT-Normal
277537,MIT-Normal_04,128,MIT-Normal
277639,MIT-Normal_04,128,MIT-Normal
277739,MIT-Normal_04,128,MIT-Normal
277829,MIT-Normal_04,128,MIT-Normal
277915,MIT-Normal_04,128,MIT-Normal
277998,MIT-Normal_04,128,MIT-Normal
278080,MIT-Normal_04,128,MIT-Normal
278166,MIT-Normal_04,128,MIT-Normal
278257,MIT-Normal_04,128,MIT-Normal
278346,MIT-Normal_04,128,MIT-Normal
278437,MIT-Normal_04,128,MIT-Normal
278533,MIT-Normal_04,128,MIT-Normal
278644,MIT-Normal_04,128,MIT-Normal
278757,MIT-Normal_04,128,MIT-Normal
278859,MIT-Normal_04,128,MIT-Normal
278958,MIT-Normal_04,128,MIT-Normal
279054,MIT-Normal_04,128,MIT-Normal
279141,MIT-Normal_04,128,MIT-Normal
279230,MIT-Normal_04,128,MIT-Normal
279322,MIT-Normal_04,128,MIT-Normal
279437,MIT-Normal_04,128,MIT-Normal
279538,MIT-Normal_04,128,MIT-Normal
279639,MIT-Normal_04,128,MIT-Normal
279733,MIT-Normal_04,128,MIT-Normal
279826,MIT-Normal_04,128,MIT-Normal
279914,MIT-Normal_04,128,MIT-Normal
280003,MIT-Normal_04,128,MIT-Normal
280092,MIT-Normal_04,128,MIT-Normal
280182,MIT-Normal_04,128,MIT-Normal
280280,MIT-Normal_04,128,MIT-Normal
280383,MIT-Normal_04,128,MIT-Normal
280483,MIT-Normal_04,128,MIT-Normal
280571,MIT-Normal_04,128,MIT-Normal
280664,MIT-Normal_04,128,MIT-Normal
280747,MIT-Normal_04,128,MIT-Normal
280839,MIT-Normal_04,128,MIT-Normal
280922,MIT-Normal_04,128,MIT-Normal
281009,MIT-Normal_04,128,MIT-Normal
281092,MIT-Normal_04,128,MIT-Normal
281177,MIT-Normal_04,128,MIT-Normal
281262,MIT-Normal_04,128,MIT-Normal
281345,MIT-Normal_04,128,MIT-Normal
281427,MIT-Normal_04,128,MIT-Normal
281510,MIT-Normal_04,128,MIT-Normal
281595,MIT-Normal_04,128,MIT-Normal
281677,MIT-Normal_04,128,MIT-Normal
281761,MIT-Normal_04,128,MIT-Normal
281843,MIT-Normal_04,128,MIT-Normal
281923,MIT-Normal_04,128,MIT-Normal
282002,MIT-Normal_04,128,MIT-Normal
282084,MIT-Normal_04,128,MIT-Normal
282164,MIT-Normal_04,128,MIT-Normal
282244,MIT-Normal_04,128,MIT-Normal
282323,MIT-Normal_04,128,MIT-Normal
282402,MIT-Normal_04,128,MIT-Normal
282484,MIT-Normal_04,128,MIT-Normal
282565,MIT-Normal_04,128,MIT-Normal
282648,MIT-Normal_04,128,MIT-Normal
282736,MIT-Normal_04,128,MIT-Normal
282823,MIT-Normal_04,128,MIT-Normal
282910,MIT-Normal_04,128,MIT-Normal
283006,MIT-Normal_04,128,MIT-Normal
283101,MIT-Normal_04,128,MIT-Normal
283191,MIT-Normal_04,128,MIT-Normal
283288,MIT-Normal_04,128,MIT-Normal
283380,MIT-Normal_04,128,MIT-Normal
283468,MIT-Normal_04,128,MIT-Normal
283560,MIT-Normal_04,128,MIT-Normal
283643,MIT-Normal_04,128,MIT-Normal
283724,MIT-Normal_04,128,MIT-Normal
283805,MIT-Normal_04,128,MIT-Normal
283887,MIT-Normal_04,128,MIT-Normal
283967,MIT-Normal_04,128,MIT-Normal
284051,MIT-Normal_04,128,MIT-Normal
284137,MIT-Normal_04,128,MIT-Normal
284222,MIT-Normal_04,128,MIT-Normal
284327,MIT-Normal_04,128,MIT-Normal
284426,MIT-Normal_04,128,MIT-Normal
284516,MIT-Normal_04,128,MIT-Normal
284614,MIT-Normal_04,128,MIT-Normal
284701,MIT-Normal_04,128,MIT-Normal
284791,MIT-Normal_04,128,MIT-Normal
284876,MIT-Normal_04,128,MIT-Normal
284960,MIT-Normal_04,128,MIT-Normal
285050,MIT-Normal_04,128,MIT-Normal
285138,MIT-Normal_04,128,MIT-Normal
285225,MIT-Normal_04,128,MIT-Normal
285316,MIT-Normal_04,128,MIT-Normal
285404,MIT-Normal_04,128,MIT-Normal
285491,MIT-Normal_04,128,MIT-Normal
285580,MIT-Normal_04,128,MIT-Normal
285665,MIT-Normal_04,128,MIT-Normal
285755,MIT-Normal_04,128,MIT-Normal
285843,MIT-Normal_04,128,MIT-Normal
285930,MIT-Normal_04,128,MIT-Normal
286013,MIT-Normal_04,128,MIT-Normal
286097,MIT-Normal_04,128,MIT-Normal
286178,MIT-Normal_04,128,MIT-Normal
286262,MIT-Normal_04,128,MIT-Normal
286348,MIT-Normal_04,128,MIT-Normal
286432,MIT-Normal_04,128,MIT-Normal
286519,MIT-Normal_04,128,MIT-Normal
286605,MIT-Normal_04,128,MIT-Normal
286688,MIT-Normal_04,128,MIT-Normal
286771,MIT-Normal_04,128,MIT-Normal
286849,MIT-Normal_04,128,MIT-Normal
287464,MIT-Normal_04,128,MIT-Normal
287543,MIT-Normal_04,128,MIT-Normal
287627,MIT-Normal_04,128,MIT-Normal
287707,MIT-Normal_04,128,MIT-Normal
287793,MIT-Normal_04,128,MIT-Normal
287877,MIT-Normal_04,128,MIT-Normal
287964,MIT-Normal_04,128,MIT-Normal
288050,MIT-Normal_04,128,MIT-Normal
288130,MIT-Normal_04,128,MIT-Normal
288211,MIT-Normal_04,128,MIT-Normal
288292,MIT-Normal_04,128,MIT-Normal
288375,MIT-Normal_04,128,MIT-Normal
288454,MIT-Normal_04,128,MIT-Normal
288533,MIT-Normal_04,128,MIT-Normal
288612,MIT-Normal_04,128,MIT-Normal
288690,MIT-Normal_04,128,MIT-Normal
288776,MIT-Normal_04,128,MIT-Normal
288863,MIT-Normal_04,128,MIT-Normal
288957,MIT-Normal_04,128,MIT-Normal
289051,MIT-Normal_04,128,MIT-Normal
289138,MIT-Normal_04,128,MIT-Normal
289228,MIT-Normal_04,128,MIT-Normal
289314,MIT-Normal_04,128,MIT-Normal
289401,MIT-Normal_04,128,MIT-Normal
289490,MIT-Normal_04,128,MIT-Normal
289575,MIT-Normal_04,128,MIT-Normal
289656,MIT-Normal_04,128,MIT-Normal
289737,MIT-Normal_04,128,MIT-Normal
289823,MIT-Normal_04,128,MIT-Normal
289905,MIT-Normal_04,128,MIT-Normal
289992,MIT-Normal_04,128,MIT-Normal
290078,MIT-Normal_04,128,MIT-Normal
290167,MIT-Normal_04,128,MIT-Normal
290257,MIT-Normal_04,128,MIT-Normal
290354,MIT-Normal_04,128,MIT-Normal
290443,MIT-Normal_04,128,MIT-Normal
290532,MIT-Normal_04,128,MIT-Normal
290619,MIT-Normal_04,128,MIT-Normal
290707,MIT-Normal_04,128,MIT-Normal
290796,MIT-Normal_04,128,MIT-Normal
290883,MIT-Normal_04,128,MIT-Normal
290977,MIT-Normal_04,128,MIT-Normal
291071,MIT-Normal_04,128,MIT-Normal
291166,MIT-Normal_04,128,MIT-Normal
291257,MIT-Normal_04,128,MIT-Normal
291348,MIT-Normal_04,128,MIT-Normal
291433,MIT-Normal_04,128,MIT-Normal
291517,MIT-Normal_04,128,MIT-Normal
291601,MIT-Normal_04,128,MIT-Normal
291686,MIT-Normal_04,128,MIT-Normal
291772,MIT-Normal_04,128,MIT-Normal
291855,MIT-Normal_04,128,MIT-Normal
291939,MIT-Normal_04,128,MIT-Normal
292020,MIT-Normal_04,128,MIT-Normal
292109,MIT-Normal_04,128,MIT-Normal
292196,MIT-Normal_04,128,MIT-Normal
292287,MIT-Normal_04,128,MIT-Normal
292375,MIT-Normal_04,128,MIT-Normal
292470,MIT-Normal_04,128,MIT-Normal
292558,MIT-Normal_04,128,MIT-Normal
292648,MIT-Normal_04,128,MIT-Normal
292735,MIT-Normal_04,128,MIT-Normal
292823,MIT-Normal_04,128,MIT-Normal
292912,MIT-Normal_04,128,MIT-Normal
293003,MIT-Normal_04,128,MIT-Normal
293095,MIT-Normal_04,128,MIT-Normal
293186,MIT-Normal_04,128,MIT-Normal
293280,MIT-Normal_04,128,MIT-Normal
293363,MIT-Normal_04,128,MIT-Normal
293456,MIT-Normal_04,128,MIT-Normal
293542,MIT-Normal_04,128,MIT-Normal
293624,MIT-Normal_04,128,MIT-Normal
293704,MIT-Normal_04,128,MIT-Normal
293788,MIT-Normal_04,128,MIT-Normal
293866,MIT-Normal_04,128,MIT-Normal
293946,MIT-Normal_04,128,MIT-Normal
294024,MIT-Normal_04,128,MIT-Normal
294104,MIT-Normal_04,128,MIT-Normal
294184,MIT-Normal_04,128,MIT-Normal
294274,MIT-Normal_04,128,MIT-Normal
294365,MIT-Normal_04,128,MIT-Normal
294458,MIT-Normal_04,128,MIT-Normal
294548,MIT-Normal_04,128,MIT-Normal
294631,MIT-Normal_04,128,MIT-Normal
294715,MIT-Normal_04,128,MIT-Normal
294800,MIT-Normal_04,128,MIT-Normal
294882,MIT-Normal_04,128,MIT-Normal
294963,MIT-Normal_04,128,MIT-Normal
295045,MIT-Normal_04,128,MIT-Normal
295123,MIT-Normal_04,128,MIT-Normal
295203,MIT-Normal_04,128,MIT-Normal
295286,MIT-Normal_04,128,MIT-Normal
295367,MIT-Normal_04,128,MIT-Normal
295452,MIT-Normal_04,128,MIT-Normal
295539,MIT-Normal_04,128,MIT-Normal
295628,MIT-Normal_04,128,MIT-Normal
295710,MIT-Normal_04,128,MIT-Normal
295795,MIT-Normal_04,128,MIT-Normal
295876,MIT-Normal_04,128,MIT-Normal
295961,MIT-Normal_04,128,MIT-Normal
296047,MIT-Normal_04,128,MIT-Normal
296129,MIT-Normal_04,128,MIT-Normal
296214,MIT-Normal_04,128,MIT-Normal
296302,MIT-Normal_04,128,MIT-Normal
296389,MIT-Normal_04,128,MIT-Normal
296479,MIT-Normal_04,128,MIT-Normal
296568,MIT-Normal_04,128,MIT-Normal
296656,MIT-Normal_04,128,MIT-Normal
296744,MIT-Normal_04,128,MIT-Normal
296835,MIT-Normal_04,128,MIT-Normal
296926,MIT-Normal_04,128,MIT-Normal
297017,MIT-Normal_04,128,MIT-Normal
297106,MIT-Normal_04,128,MIT-Normal
297195,MIT-Normal_04,128,MIT-Normal
297287,MIT-Normal_04,128,MIT-Normal
297388,MIT-Normal_04,128,MIT-Normal
297481,MIT-Normal_04,128,MIT-Normal
297569,MIT-Normal_04,128,MIT-Normal
297659,MIT-Normal_04,128,MIT-Normal
297749,MIT-Normal_04,128,MIT-Normal
297838,MIT-Normal_04,128,MIT-Normal
297928,MIT-Normal_04,128,MIT-Normal
298019,MIT-Normal_04,128,MIT-Normal
298124,MIT-Normal_04,128,MIT-Normal
298224,MIT-Normal_04,128,MIT-Normal
298316,MIT-Normal_04,128,MIT-Normal
298405,MIT-Normal_04,128,MIT-Normal
298497,MIT-Normal_04,128,MIT-Normal
298589,MIT-Normal_04,128,MIT-Normal
298679,MIT-Normal_04,128,MIT-Normal
298769,MIT-Normal_04,128,MIT-Normal
298863,MIT-Normal_04,128,MIT-Normal
298956,MIT-Normal_04,128,MIT-Normal
299058,MIT-Normal_04,128,MIT-Normal
299149,MIT-Normal_04,128,MIT-Normal
299241,MIT-Normal_04,128,MIT-Normal
299343,MIT-Normal_04,128,MIT-Normal
299440,MIT-Normal_04,128,MIT-Normal
299535,MIT-Normal_04,128,MIT-Normal
299627,MIT-Normal_04,128,MIT-Normal
299713,MIT-Normal_04,128,MIT-Normal
299800,MIT-Normal_04,128,MIT-Normal
299883,MIT-Normal_04,128,MIT-Normal
299966,MIT-Normal_04,128,MIT-Normal
300053,MIT-Normal_04,128,MIT-Normal
300142,MIT-Normal_04,128,MIT-Normal
300239,MIT-Normal_04,128,MIT-Normal
300340,MIT-Normal_04,128,MIT-Normal
300436,MIT-Normal_04,128,MIT-Normal
300529,MIT-Normal_04,128,MIT-Normal
300616,MIT-Normal_04,128,MIT-Normal
300701,MIT-Normal_04,128,MIT-Normal
300786,MIT-Normal_04,128,MIT-Normal
300869,MIT-Normal_04,128,MIT-Normal
300956,MIT-Normal_04,128,MIT-Normal
301042,MIT-Normal_04,128,MIT-Normal
301132,MIT-Normal_04,128,MIT-Normal
301226,MIT-Normal_04,128,MIT-Normal
301315,MIT-Normal_04,128,MIT-Normal
301409,MIT-Normal_04,128,MIT-Normal
301507,MIT-Normal_04,128,MIT-Normal
301608,MIT-Normal_04,128,MIT-Normal
301696,MIT-Normal_04,128,MIT-Normal
301789,MIT-Normal_04,128,MIT-Normal
301874,MIT-Normal_04,128,MIT-Normal
301966,MIT-Normal_04,128,MIT-Normal
302056,MIT-Normal_04,128,MIT-Normal
302143,MIT-Normal_04,128,MIT-Normal
