0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0.39,0.313,0.187,0.193,0.158,0.152,0.259,0.214,0.152,0.158,0.164,0.153,0.183,0.16,0.156,0.162,0.166,0.162,0.25,0.184,0.221,0.182,0.163,0.154,0.187,0.0,0.0,0.0,0.0,0.0,afib
0.16,0.193,0.262,0.269,0.36,0.204,0.398,0.266,0.17,0.379,0.278,0.233,0.263,0.251,0.341,0.226,0.237,0.295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.164,0.357,0.375,0.345,0.343,0.305,0.34,0.347,0.339,0.406,0.298,0.312,0.376,0.374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.405,0.246,0.356,0.251,0.477,0.212,0.42,0.389,0.276,0.291,0.402,0.36,0.314,0.176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.188,0.165,0.49,0.229,0.214,0.34,0.255,0.228,0.23,0.298,0.265,0.254,0.256,0.352,0.158,0.337,0.161,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.19,0.343,0.525,0.316,0.355,0.194,0.594,0.282,0.343,0.397,0.326,0.486,0.343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.234,0.335,0.248,0.359,0.414,0.39,0.327,0.266,0.268,0.473,0.264,0.439,0.262,0.296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.403,0.233,0.391,0.496,0.452,0.381,0.36,0.491,0.353,0.49,0.385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.675,0.336,0.313,0.349,0.368,0.338,0.388,0.296,0.407,0.666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.162,0.156,0.324,0.626,0.595,0.495,0.588,0.454,0.379,0.373,0.558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.553,0.405,0.603,0.446,0.668,0.46,0.602,0.528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.21,0.16,0.235,0.325,0.279,0.335,0.207,0.252,0.182,0.166,0.177,0.217,0.325,0.208,0.25,0.373,0.33,0.397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.153,0.154,0.351,0.465,0.284,0.325,0.411,0.28,0.47,0.381,0.511,0.401,0.444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.309,0.302,0.341,0.247,0.417,0.282,0.308,0.37,0.257,0.294,0.258,0.36,0.271,0.258,0.307,0.243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.3,0.153,0.219,0.17,0.202,0.154,0.169,0.226,0.19,0.239,0.215,0.156,0.189,0.178,0.188,0.209,0.183,0.233,0.284,0.166,0.253,0.201,0.201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.156,0.265,0.404,0.534,0.377,0.548,0.271,0.431,0.378,0.473,0.392,0.457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.152,0.2,0.188,0.229,0.233,0.185,0.415,0.232,0.16,0.193,0.241,0.156,0.206,0.163,0.304,0.234,0.184,0.382,0.16,0.27,0.201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.303,0.154,0.157,0.171,0.162,0.171,0.205,0.24,0.213,0.176,0.19,0.212,0.186,0.189,0.242,0.177,0.218,0.241,0.178,0.213,0.214,0.261,0.185,0.182,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.208,0.389,0.397,0.448,0.319,0.34,0.316,0.275,0.351,0.378,0.293,0.328,0.228,0.385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.152,0.37,0.336,0.201,0.338,0.179,0.21,0.253,0.239,0.249,0.194,0.213,0.197,0.218,0.248,0.271,0.208,0.214,0.175,0.188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.611,0.475,0.451,0.362,0.372,0.523,0.405,0.378,0.354,0.473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.177,0.431,0.26,0.229,0.406,0.322,0.271,0.423,0.284,0.318,0.413,0.22,0.237,0.572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.166,0.236,0.382,0.301,0.334,0.434,0.641,0.444,0.575,0.396,0.315,0.445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.198,0.167,0.43,0.766,0.556,0.59,0.67,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.358,0.184,0.371,0.376,0.436,0.403,0.57,0.282,0.471,0.31,0.481,0.239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.186,0.154,0.158,0.207,0.199,0.19,0.191,0.155,0.219,0.215,0.171,0.216,0.161,0.173,0.211,0.152,0.267,0.151,0.18,0.194,0.226,0.161,0.179,0.191,0.195,0.0,0.0,0.0,0.0,0.0,afib
0.325,0.251,0.168,0.203,0.242,0.233,0.284,0.155,0.217,0.22,0.268,0.217,0.238,0.172,0.17,0.194,0.264,0.245,0.163,0.258,0.213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.289,0.444,0.303,0.54,0.479,0.471,0.349,0.438,0.506,0.537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.261,0.455,0.374,0.313,0.204,0.374,0.412,0.157,0.509,0.432,0.192,0.154,0.447,0.221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.219,0.216,0.344,0.445,0.314,0.374,0.438,0.268,0.387,0.348,0.259,0.329,0.23,0.315,0.266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.438,0.418,0.288,0.351,0.273,0.308,0.217,0.464,0.253,0.29,0.424,0.284,0.432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.171,0.261,0.327,0.256,0.314,0.291,0.227,0.242,0.329,0.294,0.243,0.256,0.276,0.266,0.265,0.244,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.288,0.249,0.384,0.357,0.271,0.171,0.215,0.238,0.176,0.352,0.404,0.357,0.159,0.413,0.172,0.175,0.241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.153,0.249,0.265,0.284,0.32,0.377,0.253,0.399,0.279,0.288,0.337,0.248,0.292,0.263,0.303,0.273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.488,0.554,0.385,0.375,0.427,0.445,0.738,0.31,0.536,0.516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.577,0.389,0.344,0.431,0.535,0.715,0.61,0.728,0.163,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.312,0.3,0.434,0.263,0.25,0.214,0.293,0.248,0.242,0.298,0.642,0.255,0.336,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.366,0.357,0.259,0.297,0.31,0.281,0.21,0.402,0.339,0.508,0.288,0.335,0.453,0.329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.156,0.16,0.215,0.626,0.717,0.512,0.192,1.584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.161,0.298,0.36,0.419,0.421,0.328,0.472,0.303,0.407,0.265,0.399,0.372,0.276,0.314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.39,0.177,0.331,0.178,0.239,0.178,0.178,0.255,0.386,0.273,0.235,0.227,0.228,0.198,0.307,0.178,0.192,0.176,0.345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.265,0.312,0.376,0.188,0.403,0.269,0.308,0.303,0.183,0.306,0.358,0.196,0.377,0.271,0.303,0.283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.304,0.347,0.319,0.298,0.276,0.318,0.261,0.241,0.177,0.282,0.229,0.312,0.218,0.216,0.25,0.358,0.272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.156,0.16,0.414,0.352,0.266,0.207,0.247,0.362,0.265,0.29,0.231,0.343,0.221,0.292,0.235,0.205,0.277,0.263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.506,0.473,0.544,0.303,0.5,0.441,0.452,0.314,0.387,0.284,0.506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.222,0.377,0.382,0.453,0.36,0.269,0.41,0.558,0.418,0.317,0.421,0.313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.164,0.306,0.266,0.162,0.183,0.228,0.181,0.218,0.19,0.205,0.307,0.263,0.25,0.284,0.232,0.173,0.409,0.295,0.246,0.246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.166,0.436,0.264,0.279,0.294,0.238,0.219,0.214,0.218,0.201,0.244,0.282,0.223,0.277,0.347,0.234,0.273,0.338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.397,0.46,0.304,0.436,0.309,0.44,0.403,0.299,0.402,0.291,0.343,0.352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.519,0.342,0.373,0.671,0.498,0.442,0.641,0.349,0.437,0.546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.228,0.459,0.367,0.215,0.338,0.356,0.328,0.233,0.411,0.309,0.385,0.435,0.339,0.402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.492,0.346,0.419,0.501,0.273,0.343,0.294,0.362,0.384,0.377,0.317,0.372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.172,0.7,0.646,0.676,0.619,0.487,0.457,0.652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.307,0.382,0.204,0.18,0.205,0.252,0.211,0.262,0.221,0.213,0.304,0.153,0.266,0.195,0.27,0.263,0.181,0.291,0.208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.524,0.59,0.675,0.601,0.505,0.432,0.443,0.675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.472,0.264,0.291,0.254,0.3,0.276,0.444,0.253,0.301,0.593,0.291,0.261,0.34,0.398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.481,0.407,0.228,0.359,0.353,0.26,0.298,0.387,0.391,0.271,0.478,0.5,0.344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.234,0.283,0.296,0.53,0.806,0.351,0.373,0.294,0.353,0.307,0.203,0.516,0.275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.361,0.28,0.409,0.288,0.249,0.246,0.305,0.269,0.382,0.278,0.252,0.254,0.218,0.313,0.242,0.241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.161,0.438,0.459,0.535,0.369,0.37,0.441,0.348,0.42,0.357,0.296,0.537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.164,0.48,0.362,0.342,0.555,0.43,0.475,0.403,0.455,0.403,0.358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.264,0.235,0.259,0.412,0.492,0.358,0.185,0.272,0.394,0.436,0.264,0.204,0.164,0.209,0.304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.276,0.476,0.35,0.397,0.494,0.521,0.29,0.304,0.42,0.486,0.457,0.324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.329,0.296,0.288,0.371,0.341,0.327,0.19,0.256,0.241,0.31,0.333,0.302,0.397,0.394,0.248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.396,0.258,0.174,0.276,0.304,0.278,0.32,0.289,0.224,0.241,0.219,0.336,0.348,0.467,0.326,0.243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.233,0.365,0.442,0.605,0.302,0.339,0.345,0.305,0.259,0.547,0.393,0.498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.272,0.309,0.435,0.29,0.391,0.171,0.325,0.361,0.303,0.156,0.167,0.266,0.431,0.29,0.267,0.244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.357,0.274,0.16,0.556,0.326,0.406,0.378,0.297,0.318,0.373,0.16,0.392,0.257,0.292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.2,0.283,0.369,0.37,0.301,0.39,0.332,0.262,0.297,0.25,0.442,0.262,0.33,0.386,0.252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.187,0.308,0.29,0.23,0.294,0.231,0.224,0.44,0.324,0.317,0.239,0.26,0.222,0.288,0.199,0.277,0.352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.487,0.306,0.302,0.395,0.317,0.245,0.327,0.465,0.421,0.364,0.418,0.325,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.246,0.242,0.249,0.219,0.179,0.242,0.182,0.219,0.182,0.227,0.246,0.253,0.275,0.245,0.315,0.312,0.198,0.298,0.187,0.163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.172,0.234,0.323,0.342,0.285,0.589,0.279,0.288,0.306,0.484,0.317,0.238,0.299,0.335,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.358,0.313,0.404,0.305,0.282,0.304,0.227,0.456,0.331,0.472,0.333,0.383,0.405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.229,0.238,0.291,0.228,0.215,0.173,0.203,0.233,0.261,0.158,0.224,0.22,0.265,0.251,0.268,0.213,0.188,0.171,0.177,0.169,0.161,0.168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.206,0.274,0.183,0.242,0.203,0.275,0.181,0.286,0.224,0.32,0.174,0.382,0.301,0.196,0.312,0.21,0.292,0.262,0.285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.154,0.272,0.3,0.217,0.292,0.232,0.252,0.387,0.406,0.33,0.346,0.259,0.231,0.185,0.322,0.326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.404,0.379,0.292,0.312,0.369,0.354,0.314,0.377,0.372,0.206,0.329,0.386,0.301,0.326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.159,0.24,0.285,0.615,0.508,0.724,0.664,0.666,0.529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.164,0.166,0.169,0.576,0.871,0.596,0.498,0.474,0.526,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.436,0.338,0.421,0.344,0.32,0.253,0.329,0.367,0.304,0.433,0.205,0.275,0.473,0.323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.151,0.205,0.714,0.478,0.642,0.572,0.478,0.526,0.487,0.442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.282,0.35,0.314,0.341,0.311,0.331,0.318,0.363,0.321,0.231,0.283,0.399,0.32,0.326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.379,0.56,0.285,0.417,0.388,0.32,0.33,0.422,0.587,0.293,0.371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.265,0.197,0.277,0.247,0.293,0.318,0.302,0.367,0.362,0.259,0.417,0.343,0.254,0.343,0.247,0.292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.153,0.367,0.375,0.313,0.324,0.405,0.473,0.338,0.249,0.269,0.229,0.617,0.291,0.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.168,0.326,0.302,0.264,0.272,0.358,0.38,0.304,0.304,0.254,0.31,0.401,0.276,0.304,0.323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.267,0.26,0.211,0.317,0.27,0.352,0.333,0.238,0.28,0.333,0.202,0.313,0.188,0.443,0.303,0.236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.59,0.288,0.23,0.436,0.241,0.476,0.396,0.356,0.28,0.309,0.482,0.253,0.442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.735,0.543,0.536,0.351,0.616,0.451,0.382,0.485,0.463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.23,0.315,0.471,0.375,0.397,0.218,0.467,0.302,0.314,0.329,0.263,0.343,0.344,0.372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.371,0.278,0.248,0.326,0.208,0.2,0.225,0.29,0.16,0.178,0.214,0.326,0.274,0.326,0.248,0.161,0.212,0.273,0.218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.576,0.467,0.401,0.433,0.715,0.452,0.427,0.737,0.608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.335,0.224,0.234,0.222,0.358,0.325,0.368,0.354,0.298,0.297,0.263,0.309,0.343,0.282,0.292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.277,0.16,0.184,0.24,0.307,0.18,0.45,0.3,0.247,0.154,0.22,0.192,0.158,0.198,0.345,0.242,0.213,0.196,0.331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.191,0.447,0.36,0.358,0.477,0.276,0.585,0.509,0.508,0.46,0.348,0.301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.373,0.219,0.406,0.299,0.225,0.225,0.213,0.391,0.314,0.248,0.358,0.272,0.212,0.329,0.208,0.223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.159,0.437,0.465,0.227,0.219,0.3,0.274,0.276,0.366,0.288,0.315,0.277,0.312,0.255,0.299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.206,0.288,0.283,0.234,0.192,0.298,0.219,0.269,0.191,0.225,0.18,0.22,0.195,0.153,0.279,0.169,0.167,0.181,0.271,0.177,0.263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.214,0.269,0.255,0.17,0.356,0.238,0.245,0.325,0.443,0.221,0.173,0.287,0.248,0.25,0.157,0.282,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.163,0.166,0.182,0.248,0.269,0.326,0.182,0.197,0.19,0.284,0.226,0.239,0.17,0.19,0.224,0.197,0.155,0.212,0.24,0.197,0.237,0.198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.166,0.329,0.154,0.316,0.153,0.275,0.156,0.154,0.384,0.151,0.406,0.131,0.286,0.166,0.255,0.188,0.217,0.126,0.347,0.145,0.264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.421,0.39,0.347,0.346,0.356,0.47,0.462,0.325,0.536,0.324,0.471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.191,0.519,0.383,0.26,0.309,0.372,0.316,0.304,0.279,0.303,0.412,0.289,0.522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.206,0.199,0.629,0.152,0.186,0.185,0.219,0.161,0.234,0.219,0.221,0.161,0.181,0.169,0.129,0.251,0.152,0.159,0.241,0.224,0.156,0.159,0.155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.182,0.314,0.346,0.446,0.35,0.373,0.284,0.426,0.253,0.321,0.347,0.313,0.456,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.177,0.35,0.207,0.25,0.243,0.283,0.257,0.262,0.222,0.38,0.226,0.261,0.216,0.359,0.209,0.201,0.302,0.213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.233,0.602,0.359,0.451,0.322,0.39,0.315,0.535,0.379,0.333,0.479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.225,0.267,0.225,0.31,0.291,0.241,0.192,0.348,0.206,0.218,0.164,0.199,0.208,0.289,0.248,0.259,0.249,0.254,0.228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.151,0.153,0.336,0.511,0.514,0.473,0.503,0.37,0.377,0.44,0.487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.194,0.485,0.464,0.299,0.332,0.447,0.319,0.392,0.293,0.538,0.349,0.376,0.314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.244,0.301,0.381,0.553,0.432,0.403,0.219,0.207,0.323,0.311,0.209,0.235,0.368,0.278,0.225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.165,0.345,0.256,0.299,0.307,0.31,0.182,0.224,0.232,0.267,0.264,0.296,0.319,0.238,0.216,0.301,0.311,0.275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
